year	delta
1868	3
1868	2
1868	2
1868	4
1868	6
1868	2
1868	6
1868	3
1868	3
1868	6
1868	2
1868	1
1868	1
1868	7
1868	3
1868	5
1868	4
1868	2
1868	3
1868	9
1868	5
1868	7
1869	4
1869	7
1869	7
1869	4
1869	2
1869	2
1869	2
1869	2
1869	7
1869	5
1869	7
1869	2
1869	3
1869	8
1869	2
1869	4
1869	3
1869	2
1869	6
1869	2
1869	7
1869	8
1869	6
1869	2
1869	2
1869	5
1869	5
1869	3
1869	3
1869	3
1869	2
1870	6
1870	4
1870	4
1870	5
1870	6
1870	2
1870	6
1870	5
1870	4
1870	2
1870	2
1870	6
1870	7
1870	6
1870	3
1870	2
1870	2
1870	2
1870	2
1870	3
1870	3
1870	4
1870	2
1871	3
1871	3
1871	3
1871	2
1871	2
1871	2
1871	2
1871	1
1871	6
1871	5
1871	2
1871	2
1871	4
1871	2
1871	2
1871	6
1871	2
1871	2
1871	6
1871	3
1871	7
1871	2
1871	2
1871	7
1871	2
1871	3
1871	11
1871	9
1871	4
1871	6
1872	2
1872	5
1872	4
1872	2
1872	2
1872	2
1872	2
1872	7
1872	2
1872	2
1872	2
1872	2
1872	2
1872	2
1872	6
1872	5
1872	2
1872	3
1872	4
1872	2
1872	8
1873	3
1873	4
1873	6
1873	5
1873	2
1873	3
1873	3
1873	3
1873	3
1873	1
1873	3
1873	4
1873	4
1873	3
1873	3
1874	8
1874	3
1874	5
1874	3
1874	3
1874	6
1874	4
1874	5
1874	3
1874	3
1874	4
1874	3
1874	3
1874	4
1874	4
1875	5
1875	3
1875	3
1875	3
1876	3
1876	3
1876	2
1876	2
1876	3
1876	2
1876	2
1876	3
1877	2
1877	2
1877	2
1877	2
1877	2
1877	2
1877	2
1877	3
1877	2
1878	3
1878	2
1878	2
1878	3
1878	2
1878	3
1878	4
1879	6
1879	2
1880	2
1880	2
1880	2
1880	2
1880	2
1880	2
1880	2
1880	2
1881	2
1881	1
1881	8
1881	2
1881	2
1881	5
1881	2
1881	21
1881	3
1883	1
1883	2
1883	2
1884	2
1884	2
1884	8
1884	2
1884	4
1884	5
1884	2
1885	2
1885	2
1886	2
1886	3
1886	3
1886	2
1887	12
1887	3
1887	5
1887	2
1887	5
1888	7
1888	2
1888	2
