year	delta	season
1822	27	w
1838	20	w
1838	15	s
1842	15	w
1842	9	s
1842	15	s
1843	12	s
1843	44	s
1844	3	s
1844	9	s
1844	10	s
1844	11	w
1845	9	s
1845	12	s
1845	13	s
1845	9	s
1845	10	s
1845	13	s
1845	10	s
1845	13	s
1846	10	w
1846	10	s
1846	12	s
1846	9	w
1848	12	s
1848	10	s
1848	9	w
1849	10	w
1849	9	w
1850	9	s
1850	10	w
1851	8	s
1852	8	w
1852	9	s
1852	13	s
1852	11	s
1852	9	s
1854	7	s
1855	11	w
1855	11	s
1856	8	w
1856	9	w
1857	9	w
1857	5	w
1857	10	w
1857	8	s
1857	7	s
1857	5	s
1857	8	s
1858	10	w
1858	13	w
1858	14	w
1858	11	w
1858	8	s
1858	7	s
1858	6	s
1858	14	s
1858	8	s
1858	7	s
1858	8	s
1858	11	s
1858	10	w
1858	6	w
1859	11	w
1859	7	w
1859	5	w
1859	7	w
1860	5	w
1860	6	w
1860	9	w
1860	8	s
1860	8	s
1860	8	s
1860	7	s
1860	8	s
1860	8	s
1860	6	w
1860	6	w
1860	7	w
1860	6	w
1861	6	s
1863	10	w
1865	5	s
1865	5	s
1865	15	w
1867	14	w
1868	7	w
1868	5	w
1868	15	s
1868	2	s
1868	2	s
1869	5	w
1869	13	w
1870	5	w
1870	7	s
1870	14	s
1870	7	w
1870	6	w
1871	4	w
1871	6	s
1871	4	w
1872	6	w
1872	2	w
1872	4	w
1872	2	s
1872	3	s
1872	4	s
1872	5	s
1872	5	w
1873	5	s
1873	5	s
1873	6	s
1873	10	s
1874	3	s
1874	7	s
1874	5	s
1874	7	s
1875	4	w
1875	4	w
1875	3	s
1875	4	s
1876	5	s
1878	5	s
1880	8	s
1880	1	s
1880	3	s
1881	4	w
1884	6	w
1884	7	s
1885	10	s
1885	6	w
1887	2	s
1887	4	s
