year	delta	season
1824	41	w
1825	40	w
1825	39	w
1826	25	s
1828	41	w
1828	25	s
1828	28	s
1828	29	s
1828	32	s
1828	29	w
1828	25	w
1828	27	w
1829	31	w
1829	25	w
1829	36	w
1829	31	w
1829	28	s
1829	33	s
1829	28	s
1830	31	w
1834	58	s
1836	33	w
1836	26	w
1836	25	s
1839	24	w
1842	24	w
1844	21	s
1844	26	s
1844	18	s
1847	20	w
1848	27	s
1853	29	w
1853	11	s
1854	11	s
1854	18	s
1854	12	s
1854	13	s
1854	7	s
1854	13	s
1854	19	s
1854	8	w
1855	18	w
1855	23	s
1855	24	w
1856	16	s
1856	14	s
1856	18	s
1856	18	w
1857	17	w
1857	11	w
1857	13	w
1857	15	s
1857	18	s
1857	16	w
1858	14	s
1858	14	w
1859	12	w
1859	15	w
1859	15	w
1859	10	w
1859	30	s
1859	18	s
1859	16	s
1859	18	s
1859	13	s
1859	18	w
1859	9	w
1860	10	w
1860	22	w
1866	3	s
1867	14	s
1868	3	s
1877	15	s
1877	16	s
