year	delta	season
1809	41	s
1809	44	s
1809	44	w
1810	49	w
1811	87	s
1823	21	s
1824	38	s
1824	34	s
1833	22	w
1836	18	s
1837	18	s
1837	20	s
1838	19	w
1838	18	w
1838	18	s
1838	20	s
1838	19	s
1839	20	w
1839	19	w
1839	17	s
1839	17	s
1839	17	s
1839	17	s
1839	18	w
1839	17	w
1839	14	w
1839	17	w
1840	16	w
1840	16	w
1840	17	w
1840	18	w
1840	20	s
1843	19	s
1844	20	s
1845	17	s
1845	14	s
1868	3	w
1878	1	w
1888	2	w
