year	delta	season
1848	9	w
1848	8	w
1849	11	w
1849	11	w
1849	10	w
1849	6	w
1849	8	w
1849	8	s
1849	8	s
1849	8	s
1849	8	s
1849	7	s
1849	9	s
1849	6	s
1849	6	s
1849	7	s
1849	8	s
1850	8	s
1864	9	w
1864	4	s
1864	3	s
1865	6	s
1865	3	s
