year	delta	season
1844	14	w
1845	21	w
1845	14	s
1846	17	w
1848	10	s
1850	13	w
1851	8	s
1852	8	w
1852	7	s
1852	6	s
1854	7	s
1854	4	w
1855	5	w
1855	4	w
1856	5	w
1856	5	w
1856	3	s
1857	11	s
1857	5	s
1861	7	w
1861	5	s
1861	5	w
1863	4	s
1872	8	s
1873	3	s
1875	7	w
1886	1	w
1888	2	w
