year	delta
1816	20
1831	13
1831	36
1836	20
1836	22
1847	23
1850	11
1850	13
1851	10
1861	3
1863	7
1865	16
1869	3
1870	4
1881	3
1883	14
1884	3
1884	6
1885	2
