year	delta	season
1809	25	s
1809	25	s
1810	25	s
1813	41	w
1815	26	s
1816	26	w
1833	18	s
1833	17	s
1836	14	w
1837	13	w
1837	16	w
1837	16	s
1839	13	w
1839	11	w
1844	13	w
1848	13	w
1849	11	s
1858	12	w
1858	13	w
1859	9	w
1859	8	w
1860	10	s
1868	3	s
1869	3	s
1873	3	s
1873	8	s
1874	3	w
1875	3	w
1886	2	w
