year	delta	season
1838	41	w
1838	21	w
1839	45	w
1840	103	s
1841	16	s
1841	10	w
1841	24	w
1842	16	s
1842	53	w
1848	13	s
1848	18	w
1852	31	w
1853	15	w
1853	17	w
1854	21	s
1858	15	w
1859	12	s
1859	31	s
1859	15	s
1860	38	s
1860	41	s
1860	33	s
1862	6	s
1874	5	s
1874	2	s
1874	3	s
1878	4	s
1878	4	s
1880	15	s
1880	15	s
1880	17	s
1880	17	s
1880	17	s
