year	delta	season
1808	46	w
1809	26	w
1809	24	w
1812	31	s
1812	29	s
1812	29	s
1812	28	s
1812	28	w
1813	33	w
1815	29	s
1844	28	s
1853	32	s
1862	20	w
1862	26	w
1862	20	s
1862	24	s
1862	20	s
1863	22	w
1863	311	s
1863	20	s
1864	26	s
1869	13	w
1872	16	s
