year	delta	season
1806	26	w
1810	27	s
1811	27	s
1823	21	w
1824	20	s
1829	19	w
1846	15	s
1853	10	s
1854	9	s
1855	8	w
1857	7	s
1861	5	s
1866	8	s
1866	9	s
1868	8	w
1869	11	s
1869	14	s
1869	5	w
1875	4	s
1880	1	w
1880	3	s
1883	1	w
1886	7	w
