year	delta	season
1848	30	w
1852	24	w
1853	31	w
1853	46	s
1854	18	w
1856	33	w
1856	36	w
1857	42	w
1858	20	s
1862	11	s
1862	14	s
1862	4	w
1863	19	w
1863	11	s
1864	26	s
1864	28	s
1871	2	w
1871	2	s
1872	2	w
1872	7	w
1872	1	s
1873	11	s
1874	6	s
1876	11	s
1877	3	s
1877	3	s
1877	6	s
1878	2	w
1878	3	s
1878	3	s
1878	2	s
1879	3	s
1881	3	w
1881	2	s
1881	2	s
1885	2	s
