year	delta	season
1812	75	w
1822	119	w
1824	86	w
1824	89	s
1824	83	s
1825	92	s
1825	142	s
1826	61	w
1828	101	s
1839	60	w
1840	68	s
1841	63	s
1841	75	s
1842	70	w
1842	67	w
1842	43	s
1843	64	s
1846	58	s
1850	72	w
1850	69	w
1852	33	s
1853	37	w
1854	47	s
1856	53	s
1857	42	w
1857	33	w
1861	32	w
1861	41	w
1861	23	w
1861	41	s
1862	43	s
1863	97	s
1864	42	w
1864	41	s
1867	26	s
1868	38	w
1868	60	w
1868	47	w
1868	59	s
1869	43	w
1869	24	s
1869	42	s
1869	47	s
1871	32	s
1872	14	w
1874	24	s
1881	1	s
1884	2	s
1885	3	w
