year	delta	season
1809	24	w
1809	26	w
1809	22	w
1809	24	w
1810	26	w
1810	24	s
1811	31	w
1811	20	w
1811	25	s
1812	16	s
1812	24	w
1812	22	w
1855	18	w
1859	12	w
1865	10	w
1870	3	s
1871	3	s
1872	3	w
1872	2	s
1877	5	w
