year	delta	season
1816	6	w
1835	33	w
1835	19	w
1848	12	s
1851	11	w
1855	14	s
1857	5	w
1858	9	s
1858	6	s
1858	8	w
1859	6	s
1859	9	s
1859	7	s
1859	9	w
1886	4	s
1887	2	s
1887	1	s
1887	1	s
1888	2	w
1888	6	s
