year	delta	season
1803	55	w
1803	56	w
1804	54	w
1810	57	w
1810	53	w
1810	52	w
1811	47	w
1812	56	s
1817	40	s
1820	36	s
1820	44	s
1821	44	w
1821	44	s
1822	40	s
1822	43	s
1823	35	w
1824	37	w
1824	40	w
1824	48	s
1825	36	w
1825	38	s
1827	43	w
1828	34	w
1828	31	s
1828	30	s
1828	40	s
1828	35	s
1828	35	s
1828	28	s
1829	33	w
1829	64	w
1829	33	s
1830	39	w
1840	29	s
1843	24	s
1846	21	w
1853	15	w
1855	15	s
1856	74	s
1859	11	s
1861	12	s
1861	22	s
1864	8	s
1866	21	w
1868	5	s
1868	8	s
1870	5	s
1876	1	w
1876	4	w
1878	2	s
1883	2	w
1885	2	w
1885	1	s
