year	delta	season
1805	32	s
1806	24	w
1806	29	w
1806	29	w
1808	12	s
1811	24	s
1811	30	w
1815	26	w
1815	23	s
1815	20	s
1815	22	w
1847	12	s
1848	9	s
1851	7	s
1851	11	s
1855	6	w
1858	11	s
1858	6	s
1872	6	w
1874	6	s
1875	6	w
1886	6	s
1888	6	w
