year	delta	season
1808	39	s
1809	36	s
1810	28	w
1810	36	w
1811	30	w
1811	39	s
1812	33	w
1812	38	s
1812	63	s
1815	33	w
1816	36	s
1818	35	w
1834	29	s
1839	19	w
1860	14	s
1868	3	w
1870	2	s
1871	4	w
1871	3	s
1871	4	w
1878	2	s
1883	2	w
1883	2	s
1884	7	w
1885	2	s
1885	10	s
1887	3	w
1888	2	w
