year	delta	season
1810	26	s
1834	6	s
1844	29	w
1847	44	s
1854	5	w
1858	10	w
1862	327	w
1866	5	s
1868	7	s
1871	4	w
1875	12	s
1876	17	w
1877	2	s
1883	2	w
1884	5	w
1884	1	w
1885	2	w
1885	2	s
1885	3	s
1885	2	w
1886	4	s
1886	2	s
1886	6	s
1886	2	s
1887	7	s
1887	2	s
1888	2	w
