year	delta	season
1803	62	w
1804	57	w
1804	71	s
1805	112	s
1806	71	w
1808	77	w
1809	117	s
1811	121	w
1811	100	s
1812	64	w
1815	54	s
1817	48	s
1817	46	s
1818	65	w
1818	50	s
1819	46	s
1819	62	s
1820	49	s
1823	63	s
1826	51	w
1834	60	w
1837	39	w
1837	37	s
1837	39	s
1842	34	w
1843	61	w
1850	22	s
1852	22	s
1853	21	w
1853	22	s
1853	23	s
1854	20	s
1856	19	s
1856	19	s
1856	19	s
1856	20	s
1856	18	w
1857	20	w
1857	31	s
1857	28	s
1857	24	s
1857	29	s
1866	27	w
1866	18	w
1869	5	s
1870	7	w
1871	23	w
1872	2	w
1873	3	w
1876	11	w
1876	3	s
1876	3	s
1876	1	s
1876	3	s
1876	21	s
1876	17	s
1876	17	s
1876	20	s
1876	17	s
1876	20	s
1876	26	s
1876	20	s
1876	17	s
1876	18	s
1876	18	s
1876	17	s
1876	18	s
1876	18	s
1876	19	s
1876	19	s
1876	21	s
1876	18	s
1876	17	s
1876	20	s
1876	19	s
1876	17	s
1876	17	s
1876	18	s
1876	16	s
1876	24	s
1876	25	s
1876	16	s
1876	17	s
1876	20	s
1876	17	s
1876	19	s
1876	21	s
1876	21	s
1876	22	s
1876	16	s
1876	17	s
1876	18	s
1876	21	w
1876	24	w
1876	26	w
1876	23	w
1876	7	w
1876	17	w
1876	19	w
1876	20	w
1877	5	w
1877	5	w
1878	2	s
1879	4	s
1881	4	s
1883	3	s
1885	3	w
1886	5	s
