year	delta	season
1803	21	w
1804	18	w
1805	18	s
1805	20	s
1806	24	s
1806	28	w
1807	33	w
1807	32	w
1807	30	w
1808	27	w
1808	24	s
1809	25	w
1809	21	s
1810	19	w
1810	21	s
1810	23	s
1810	18	s
1810	21	w
1811	19	s
1813	22	s
1814	30	w
1817	18	w
1818	18	w
1819	21	w
1829	15	w
1830	16	w
1830	13	s
1831	13	s
1841	12	s
1844	7	s
1844	7	s
1848	8	s
1848	9	s
1848	8	s
1854	17	w
1854	7	s
1854	70	w
1854	12	s
1854	6	s
1854	6	s
1854	7	s
1854	8	s
1854	7	s
1854	6	w
1855	6	s
1855	7	s
1855	6	s
1855	8	s
1855	6	s
1855	8	s
1855	6	s
1855	7	s
1855	6	s
1855	6	s
1855	7	s
1855	7	s
1855	8	w
1855	7	w
1855	7	w
1855	10	w
1855	7	w
1855	5	w
1855	7	w
1855	8	w
1855	7	w
1856	7	w
1856	9	w
1856	4	w
1856	6	w
1856	13	w
1856	7	w
1856	4	s
1857	5	w
1861	7	s
1866	6	w
1866	6	w
1866	5	w
1866	7	s
1866	6	s
1866	7	w
1866	8	w
1866	8	w
1866	8	w
1866	7	w
1866	6	w
1866	7	w
1867	8	w
1867	5	s
1867	5	s
1867	6	w
1867	7	w
1867	9	w
1867	8	w
1867	8	w
1867	7	w
1868	6	w
1868	6	w
1868	7	w
1868	6	w
1868	8	w
1870	1	s
1887	1	s
