year	delta
1810	103
1832	52
1862	19
1872	5
1878	4
1881	1
1881	8
1883	2
1883	11
1883	3
1884	1
1885	2
1886	2
1887	1
1887	3
1888	3
1888	1
1888	1
1888	15
