year	delta	season
1845	12	w
1855	8	w
1856	11	s
1858	6	s
1858	7	s
1858	15	s
1858	5	w
1859	4	w
1859	6	w
1860	10	w
1860	5	s
1860	8	w
1860	5	w
1861	7	s
1861	7	s
1861	7	w
1862	6	s
1862	10	w
1864	9	s
1865	10	s
1865	6	s
1866	5	s
1867	9	w
1874	6	s
