year	delta	season
1802	19	w
1802	21	w
1802	28	w
1802	22	s
1802	22	w
1805	27	w
1805	26	w
1805	29	w
1805	34	w
1806	35	w
1806	32	w
1806	26	s
1806	24	s
1808	29	s
1809	25	s
1809	25	s
1809	40	s
1809	30	s
1810	46	s
1825	22	s
1848	8	s
1848	11	w
1848	7	w
1848	7	w
1848	9	w
1848	10	w
1848	11	w
1849	10	s
1849	11	s
1849	9	s
1849	11	s
1853	6	s
1859	5	s
1861	6	w
1861	7	s
1866	4	s
1866	4	w
1867	2	s
1868	15	w
1869	6	s
1869	2	s
1869	6	s
1871	6	s
1875	3	s
1879	3	s
1880	5	s
1881	2	s
1884	3	s
1885	3	s
