year	delta	season
1850	10	w
1850	5	s
1850	8	s
1852	12	s
1853	9	w
1853	6	s
1853	9	s
1853	6	s
1853	8	s
1853	6	s
1853	8	s
1854	7	w
1854	6	s
1854	10	s
1854	7	s
1854	5	s
1855	9	w
1855	9	w
1855	7	w
1856	7	w
1856	6	w
1856	11	w
1856	7	w
1856	5	s
1856	5	s
1856	5	s
1857	5	w
1857	6	w
1857	5	s
1857	5	s
1858	5	s
1858	6	s
1858	9	w
1859	11	s
1860	6	s
1860	6	s
1860	6	w
1860	7	w
1861	15	w
1866	4	w
1868	2	s
1868	4	s
1868	3	s
1868	3	s
1868	3	s
1868	3	s
1868	2	s
1868	3	w
1868	4	w
