year	delta	season
1820	35	w
1820	39	w
1839	7	s
1848	8	w
1851	6	s
1851	17	s
1860	8	w
1862	10	s
1862	8	w
1863	303	s
1863	12	s
1863	7	s
1863	7	s
1867	11	s
1867	9	s
1867	13	w
1869	8	s
1870	6	s
1872	3	s
1872	9	s
1876	3	w
1876	5	w
1876	1	w
1877	13	s
1877	6	s
1877	4	s
1877	15	s
1877	5	s
1877	5	w
1878	2	s
1878	9	s
1878	5	s
1878	5	s
1878	4	w
1878	5	w
1879	5	s
1879	5	s
1879	5	s
1879	5	w
1880	2	s
1880	3	s
1880	2	s
1880	2	s
1880	2	w
1880	2	w
1881	10	w
1881	5	w
1881	2	s
1881	2	s
1881	2	s
1881	5	w
1883	2	w
1883	2	w
1883	5	s
1883	3	s
1883	2	s
1883	5	w
1884	6	w
1884	2	s
1884	9	s
1885	2	w
1885	2	s
1885	2	s
1885	4	s
1885	2	s
1885	4	w
1886	15	s
1886	2	w
1886	2	w
1887	3	w
1887	2	w
1887	2	w
1887	2	s
1887	6	s
1887	3	s
1887	2	s
1887	2	w
