	Paris	London	Berlin	St. Petersburg	Wien	Madrid	Konstantinopel	Rom	Brüssel	Kopenhagen	New York	München	Riga	Hamburg	Turin	Bern	Dorpat	Dresden	Reval	Stockholm	Warschau	Domesnees	Florenz	Odessa	Neapel	Haag	Amsterdam	Athen	Lissabon	Hannover	Stuttgart	Bukarest	Triest	Versailles	Moskau	Karlsruhe	Main	Kassel	Belgrad	Budapest	Kiel	Leipzig	Frankfurt am Main	Köln	Italien	Washington	Königsberg	Darmstadt	Mailand	Breslau	Libau	Türkische Grenze	Mitau	Alexandrien	Posen	Weimar	Altona	Prag	Liverpool	Bremen	Pest	Antwerpen	Schweiz	Wiesbaden	Marseille	Genua	Stettin	Sofia	Straßburg	Venedig	Kairo	Gotha	Flensburg	Bolderaa	Zürich	Rendsburg	Basel	Bombay	Smyrna	Mainz	Lübeck	Kronstadt	Danzig	Schleswig	Augsburg	Genf	Semlin	Braunschweig	Christiania	Koblenz	Bayonne	Charkow	Tiflis	Dublin	Zagreb	Kiew	Schwerin	Livorno	Oldenburg	Potsdam	Pernau	Heidelberg	Ragusa	Mannheim	Korfu	Nürnberg	Bordeaux	Niederelbe	Krakau	Magdeburg	Wilna	Windau	Baden	Freiburg	Hongkong	Aachen	Lemberg	Palermo	Italienische Grenze	Memel	Calcutta	Düsseldorf	Bonn	Verona	Luxemburg	Barcelona	Toulon	Bologna	Itzehoe	Algier	Dünaburg	Eisenach	Philadelphia	Narwa	Spanische Grenze	Ankona	Koburg	Helsingör	Hanau	Erfurt	Gent	Helsingfors	Lüttich	Serbische Grenze	Alexandria	Fulda	Baden-Baden	Bremerhaven	Salzburg	Lyon	Malta	Sachsen	Münster	Würzburg	Fellin	Pera	Donau	Archangelsk	Rhein	Jassy	Innsbruck	Taschkent	Halle	Modena	Nizza	Elberfeld	Thüringen	Beirut	Stralsund	Preßburg	Zara	Gothenburg	Oesterreich	Tours	Perpignan	Luzern	Regensburg	Tilsit	Kasan	Parma	Rostock	Holstein	Zante	Wenden	Göttingen	Varna	Cadix	Hull	Dundee	Gibraltar	Tunis	Metz	Orenburg	Dessau	Twer	Ulm	Rastatt	Altenburg	Jena	Brünn	Arensburg	Dünkirchen	Meiningen	Orel	Trier	Gravenhaag	Mexiko	Teplitz	Nauplia	Shanghai	Swinemünde	Helgoland	Teheran	Ssaratow	Ostende	Cettinje	Malchin	Worms	Brandenburgischen	Wolmar	Kissingen	Saragossa	Hartlepool	Baltischport	Nowgorod	Astrachan	Hermannstadt	Konstanz	Philippopel	Rotterdam	Gravesend	Graz	Livadia	Boston	Nishni-Nowgorod	Tirnowo	Glasgow	Möttau	Bayreuth	Havre	Saarbrücken	Ofen	Olmütz	Ems	Galacz	Linz	Hapsal	Trapezunt	Grimsby	Goldingen	Plymouth	Newport	Sanssouci	Speyer	Peterhof	Zarskoje-Sselo	Dirschau	Schleswig-Holstein	Kaluga	Lausanne	Montevideo	Lille	Cattaro	Saldo	Tuckum	Kurland	Oger	Chur	Niederrhein	Elbing	Macao	Marienburg	Gastein	Oporto	Damaskus	Bromberg	Simla	Taganrog	Kahira	St. Gallen	Woronesh	Manchester	Porto	Gera	San Francisco	Poltawa	Kostroma	Coblenz	Gumbinnen	Born	Malaga	Tambow	Leith	Minden	Cuxhaven	Detmold	Walk	Texel	Karlsbad	Baiern	Polnische Grenze	Veracruz	Paderborn	Gießen	Frankreich	Rustschuk	Havanna	Marburg	Buenos Aires	Barnberg	Belfast	Ischl	Erlangen	Nyborg	DomeSueeS	Poretschje	Wladimir	Messina	Sellin	Portsmouth	Eider	Rio de Janeiro	Chicago	Lüneburg	Sigmaringen	Schwaben	Melbourne	Syra	Hadersleben	Mecklenburg	Newcastle	Sewastopol	Polangen	Smolensk	Jerusalem	Wittenberg	Bosnische Gränze	Kengeragge	Lodz	Witebsk	Werro	Abo	San Sebastian	Ungarn	Tula	Thorn	Ludwigsburg	Lindau	Neckar	Wesel	Tschernigow	Arbroath	Brest	Pensa	Galatz	Grangemouth	Kadir	Schaffhausen	Pillau	Southampton	Helvoet	Pskow	Santander
1852	7.4317585301837275	7.507186858316222	5.839080459770115	6.2265625	7.103092783505154	4.04	6.275862068965517	4.674698795180723	6.766666666666667	7.615384615384615	8.849056603773585	7.6909090909090905	5.212765957446808	8.63888888888889	9.047619047619047	9.193548387096774	11.0	7.115384615384615	33.333333333333336	2.4545454545454546			7.625	27.0	5.65	7.0	6.5	3.2777777777777777	3.0	6.6875	8.0		6.708333333333333		13.0	7.0	7.75	7.615384615384615			6.666666666666667	7.846153846153846	9.0	6.818181818181818		10.0	6.333333333333333	6.523809523809524	5.571428571428571	7.0	9.0		11.75	9.375	6.0	7.333333333333333	6.8	8.285714285714286	7.5	6.709090909090909	7.366666666666666	7.0	9.4	7.133333333333334	5.0	12.23076923076923	7.0		8.76923076923077	6.65	7.0	7.875	6.0	2.0	9.0	8.666666666666666	8.625	28.666666666666668	4.333333333333333	7.5	8.6	9.5	7.333333333333333	7.5	8.428571428571429	9.666666666666666		6.5	8.0	7.2727272727272725		79.0	51.0	8.428571428571429	7.545454545454546		5.285714285714286	5.0	7.5	5.333333333333333	9.333333333333334	9.4		7.6	5.25	7.0	8.333333333333334	7.0		7.0		5.0	9.166666666666666	11.0	43.42857142857143	7.0	1.0	8.3		6.0	31.6	7.333333333333333	7.6	7.5				1.0	9.0	3.0	13.0	7.5	10.0				11.0		7.0	8.5			6.0			7.666666666666667	8.5	9.0	9.5	9.0	13.666666666666666		7.333333333333333	7.0		26.0		25.0			8.5		7.0		6.333333333333333		7.571428571428571	11.428571428571429			10.0					8.0			29.0		7.0			4.0	8.0						8.5						7.5	6.333333333333333			7.5		8.0				21.0				8.0		30.0							2.0	10.0					45.0		11.0						15.666666666666666	24.0						10.0	7.5					6.0	13.0						9.0		31.0	7.5			8.0			2.0					10.0		9.0		7.333333333333333			13.75	7.0							3.0		46.0														7.0					8.333333333333334					44.0	9.0		6.0																							33.0		11.0				9.0																						
1853	6.8917995444191344	7.246031746031746	5.396946564885496	6.246913580246914	6.497991967871486	6.010869565217392	6.413461538461538	3.6194690265486726	6.544303797468355	7.298245614035087	9.679245283018869	6.903225806451613	3.4246575342465753	6.75	8.229357798165138	8.40677966101695	4.0	6.5625	16.833333333333332	7.966666666666667	14.0		10.9375	27.571428571428573	4.882352941176471	6.947368421052632	7.714285714285714	5.368421052631579	5.714285714285714	6.921052631578948	7.461538461538462	5.0	6.634615384615385		13.571428571428571	6.529411764705882	8.666666666666666	7.3478260869565215	6.0		7.461538461538462	8.6	7.444444444444445	7.75		8.0	6.7272727272727275	7.0	6.795454545454546	5.913043478260869	7.25	9.0	4.357142857142857	7.0	8.5	6.857142857142857	5.625	7.833333333333333	8.0	7.285714285714286	8.307692307692308		7.888888888888889	7.444444444444445	6.333333333333333	9.157894736842104	6.785714285714286		7.666666666666667	12.666666666666666	10.5	7.375		1.5	6.666666666666667	6.571428571428571	9.25	26.23076923076923	8.863636363636363	7.4	5.5	8.666666666666666	6.9	7.5		9.0	4.0	4.333333333333333	3.5	8.666666666666666				7.2	10.0		6.0	7.333333333333333	7.8	4.0	13.5	7.625		6.181818181818182	7.0	7.0	2.0		2.0	6.285714285714286		3.75	7.333333333333333	7.896551724137931	47.18181818181818	7.8	9.5	6.6		44.5		8.0		6.2	8.4			9.0	6.5		19.0	8.083333333333334	10.0	9.0		9.0	6.166666666666667		8.666666666666666	7.0		12.0	7.0		7.0	7.0	7.0	6.0	8.0	10.5	11.0		7.0			9.0	9.0	21.0	8.6	14.0			6.25	7.2	5.0		6.4	16.0	8.0	8.0	7.333333333333333		9.5			21.0				7.0	5.75	9.0		5.666666666666667		20.25				3.0	15.0			5.5	14.0	7.0		4.0	9.5	6.0			5.0		6.5	7.428571428571429	25.0			64.0		7.0	37.0							7.5								8.5						8.0	38.5				7.0		9.0	7.0	9.0										5.0	8.0		16.0	6.0	3.0			65.0		2.5					10.0	7.0	5.0					25.666666666666668							11.0						6.0						3.0		10.0			7.0				6.5	6.0				6.0	38.0			7.75	7.0	9.0						10.0	7.0														23.5							20.0		10.0		7.5																	
1854	6.08745247148289	6.525305410122164	4.519230769230769	6.003584229390681	5.506849315068493	8.883495145631068	5.849056603773585	3.987012987012987	5.8428571428571425	6.09375	8.512195121951219	6.337209302325581	5.553191489361702	5.822222222222222	8.492307692307692	6.909090909090909	8.75	5.605263157894737	8.631578947368421	7.858974358974359			9.5	15.23076923076923	5.181818181818182	8.210526315789474	6.5	4.908045977011494	1.0	6.090909090909091	6.111111111111111	5.2407407407407405	5.640449438202247		15.2	6.4772727272727275	7.8	7.214285714285714	6.666666666666667		5.78	12.363636363636363	5.0	6.444444444444445		12.5	5.733333333333333	6.166666666666667	8.166666666666666	5.96	10.142857142857142		6.08	9.714285714285714	6.428571428571429	6.8125	5.571428571428571	7.625		6.0	7.75	7.5	8.666666666666666	6.6	6.526315789473684	8.307692307692308	4.9	6.0	8.153846153846153	9.25		5.923076923076923	5.875		17.0	8.75	8.0	23.0	6.214285714285714	7.0	6.0	6.0	5.129032258064516		6.8	8.0	7.5	7.666666666666667	6.0	6.4375	5.0				7.0		5.0	1.0	5.8	4.0	4.0	8.333333333333334	65.0	7.5	9.75	8.4			8.333333333333334	4.25			7.628571428571429	7.043478260869565	43.2	6.0	8.666666666666666	5.5	11.0	6.945454545454545		7.25	7.0	9.166666666666666	8.0	8.0	4.333333333333333	8.0				7.333333333333333	8.0				6.0	12.222222222222221	6.5	6.0		10.0	7.0		8.0			6.0		8.142857142857142	7.285714285714286	9.0		6.75		11.333333333333334	8.8	21.0	9.0	5.857142857142857			4.0	6.5			7.6		7.0		4.0	7.4	7.0		6.5	11.0		6.8		7.1	6.666666666666667			5.333333333333333	8.5	5.75					9.0			6.5		7.0	7.0	4.0					6.5			7.0	35.0				8.0		43.0		6.0												7.75			7.5					18.0										4.4			19.714285714285715							10.0	21.0	3.5				38.0							7.0							11.0	5.5		41.0						8.5										7.0			5.0								11.0	2.5				5.0				5.7272727272727275						9.0	5.5														10.0					10.0			9.0	8.2										73.0					7.666666666666667	5.0			
1855	6.037575757575757	6.336088154269972	5.379446640316205	5.211805555555555	6.256302521008403	7.785185185185185	5.80225988700565	4.711864406779661	5.945454545454545	6.3545454545454545	9.26	6.595238095238095	1.0	6.661971830985915	8.123893805309734	7.417910447761194	14.333333333333334	6.074074074074074	13.2	7.108695652173913			6.571428571428571	13.583333333333334	5.0	6.894736842105263	6.0	6.636363636363637	5.0	5.1923076923076925	6.32	3.5	5.096153846153846		9.75	6.533333333333333	6.5	6.714285714285714	6.666666666666667		5.773584905660377	6.0	6.0	4.9523809523809526		19.5	6.125	6.714285714285714	8.0	8.0	5.6		8.0	5.25		6.666666666666667	6.625	7.75		6.857142857142857	11.0		7.045454545454546	6.333333333333333	6.125	8.045454545454545	4.833333333333333		7.0	6.8	9.0	7.363636363636363	6.0	1.6	9.5	2.0		23.09090909090909	5.333333333333333	6.833333333333333	6.4	18.0	5.648648648648648	27.0	6.666666666666667	9.5		10.0	8.0	4.714285714285714							4.0	8.0	6.0	4.666666666666667	26.5	7.666666666666667		6.0	3.0	7.4			5.0	6.75		30.0	6.5	9.0	44.0	5.75	6.6	2.6666666666666665	9.4	7.578947368421052	32.0	7.5	11.0	7.666666666666667	8.5	6.0		6.0				6.5					8.0	6.9523809523809526		9.0		22.0			5.9	6.5		6.0	7.0		2.75		5.0	7.0		6.583333333333333	1.0	18.0	1.0	9.666666666666666			6.0		9.5		7.0	5.0	36.0		6.0	10.0			8.0			10.333333333333334		1.0	6.0				7.5	4.25	5.0			3.0	9.333333333333334	9.0		6.0	40.0		8.5				33.0		7.0		7.666666666666667	8.333333333333334					6.0	7.545454545454546			6.5													9.0		7.0				7.0											7.333333333333333		14.5	10.444444444444445						7.333333333333333			5.75													4.5		8.714285714285714			15.0	4.5			5.0			4.0			25.0	54.0		6.0	5.0					4.333333333333333		9.0						19.0					19.0							5.833333333333333			16.0			8.0							52.0	4.0		8.0		12.6			15.75													8.0		6.0					7.666666666666667							18.0	
1856	6.121787709497207	6.103801169590644	4.906976744186046	5.371024734982332	6.087677725118484	8.628787878787879	4.795454545454546	5.75	5.930555555555555	5.95	7.957264957264957	6.76	1.6153846153846154	5.815789473684211	7.946153846153846	7.329670329670329	14.0	5.574468085106383	7.0	7.724137931034483	14.8		7.444444444444445	16.833333333333332	6.509803921568627	6.666666666666667	7.866666666666666	5.641025641025641	5.8	5.583333333333333	6.382978723404255	4.105263157894737	5.9		13.310344827586206	5.970588235294118	8.0	6.5	4.0		6.157894736842105	7.5	5.833333333333333	5.111111111111111		9.25	5.714285714285714	5.285714285714286	8.444444444444445	6.8	9.0		9.25	5.846153846153846	4.5	5.444444444444445	8.0	6.714285714285714		7.6923076923076925	9.0		8.142857142857142	5.571428571428571	5.9393939393939394	8.921052631578947	5.5		7.833333333333333	7.529411764705882	5.0	5.333333333333333	5.75	2.1666666666666665	11.0		10.0	23.157894736842106	4.428571428571429	6.75	5.4	7.0	5.571428571428571	11.0	7.0	9.75		7.4	10.5	8.0			27.5	7.0			6.5	9.0	7.0	5.0	5.333333333333333	6.384615384615385		7.25		6.0	8.0			7.0			5.714285714285714	8.75	45.75	5.333333333333333		8.5	8.88888888888889	8.0	35.6	7.0	8.5	6.5	7.0			5.5	6.7	5.333333333333333		5.666666666666667	7.0	8.0				5.428571428571429			5.0				4.6	6.0	5.454545454545454		6.666666666666667	6.5	3.5		9.0			7.0	7.0		8.5	4.5	10.0		7.0	10.0	11.5		8.0	13.5									10.0	4.666666666666667		7.625	7.0			5.0	6.0					62.0	21.0			6.0		6.5	6.0	5.6					5.5		6.0	6.571428571428571	41.0					7.833333333333333						10.0		5.0						29.0		8.5				7.0		5.0	34.5										7.333333333333333		26.0	11.8					3.6666666666666665	6.0	32.5		5.75															6.0			22.0	4.333333333333333			10.0					6.0	38.0			5.5		22.0	4.0								6.8					6.0		5.333333333333333	17.0	5.0										4.0			9.0				5.0					11.0		33.0			30.0																				5.0								
1857	5.864491844416562	5.805436337625179	4.917613636363637	5.062271062271062	6.075208913649025	8.6	6.023076923076923	4.822784810126582	6.065934065934066	5.68	7.723684210526316	6.086956521739131	1.619047619047619	4.872340425531915	8.310344827586206	6.855421686746988	7.5	5.090909090909091	5.0	7.73404255319149	24.25		7.909090909090909	21.666666666666668	5.605633802816901	7.157894736842105	7.0	5.538461538461538	5.193548387096774	5.571428571428571	6.016129032258065	6.357142857142857	5.615384615384615		19.333333333333332	5.531914893617022	10.0	6.666666666666667	5.428571428571429		5.75	5.75	5.0	5.56		13.777777777777779	5.6	5.837837837837838	7.722222222222222	6.583333333333333	3.3333333333333335		12.666666666666666	9.384615384615385	6.5	5.617647058823529	7.0	6.0	7.0	6.583333333333333	7.2	7.0	6.590909090909091	5.826086956521739	5.90625	8.148148148148149	5.083333333333333		7.5	7.75		6.25	6.95	1.1428571428571428	7.8	6.0	7.0	22.264705882352942	10.625	6.1875	6.090909090909091		6.2	5.0	7.0	9.571428571428571		7.666666666666667	8.0	6.055555555555555			26.75			34.25	6.0	11.714285714285714	6.25	3.8	9.0	2.0	3.5	7.0	9.5	5.7272727272727275				5.333333333333333		3.0	6.1	7.0	41.4375	7.6		5.25	9.666666666666666	7.5	34.0	6.5	7.428571428571429	7.285714285714286	8.333333333333334		7.0	7.0	5.5	8.75		6.5	14.4			4.0	6.333333333333333	5.0				14.5			6.666666666666667		4.571428571428571		7.0	8.0	9.333333333333334	9.0		6.0		6.4	9.0	18.0	8.142857142857142	5.0	7.333333333333333		5.5	10.0	6.5	8.0	6.714285714285714	9.0				11.0						6.0		7.2	6.0	6.0			9.0		11.0				2.75							5.333333333333333	10.75				4.5		9.0	5.25	25.5	5.0			6.0	6.0	41.75			4.0		6.4		10.5	6.333333333333333							7.0						8.0	42.0					7.0		6.1		6.0	9.666666666666666			8.5					4.0				4.0				37.666666666666664	5.0	9.5							6.0	39.0	7.0			20.0	8.0			12.0					5.0	45.0		17.0	6.666666666666667	4.0					4.0					9.5					6.0				7.0	29.0											7.0							57.0								13.333333333333334		8.0				13.0			11.0			6.5	6.0							8.5								
1858	6.141119221411192	6.013081395348837	5.96933962264151	5.466942148760331	6.7993421052631575	7.685	5.7272727272727275	4.970149253731344	6.55	6.41578947368421	6.797297297297297	7.12280701754386	3.4210526315789473	5.979591836734694	7.597402597402597	7.748091603053435	7.0	6.015384615384615	15.2	7.986486486486487	37.0		5.222222222222222	19.0	5.75	6.388888888888889	6.157894736842105	5.392857142857143	5.55	6.017241379310345	6.532786885245901	6.4	6.625		6.888888888888889	6.625	7.923076923076923	6.407407407407407	7.4		7.461538461538462	7.7727272727272725	6.083333333333333	6.966666666666667		11.571428571428571	6.380952380952381	6.906976744186046	7.3125	7.266666666666667	5.4		5.7272727272727275	4.5	5.7	6.913043478260869	6.666666666666667	14.142857142857142		7.6	9.333333333333334	4.5	6.545454545454546	6.305555555555555	5.923076923076923	7.888888888888889	7.285714285714286		9.333333333333334	7.133333333333334		7.153846153846154	9.5	1.2727272727272727	7.333333333333333	7.461538461538462	7.5	19.454545454545453	6.25	7.222222222222222	7.0		6.5	7.833333333333333	5.666666666666667	8.857142857142858	7.0	6.333333333333333	6.285714285714286	7.555555555555555		51.0	31.666666666666668			36.0	6.538461538461538		6.818181818181818	4.25		7.857142857142857	6.5	9.0	4.6	7.0				6.666666666666667		4.333333333333333	7.5	8.5	40.625	6.8	7.0			6.428571428571429	30.333333333333332	6.5	6.928571428571429	3.0	7.882352941176471	7.0	8.0		9.0	7.0		6.0		11.0		7.0	7.333333333333333			10.0					4.714285714285714		7.0	4.666666666666667	10.0	10.0	4.0		8.0	7.0		8.0	9.0		7.5	2.0	8.0			8.0	7.571428571428571	10.0	7.5		8.0				9.0			9.0		4.5	17.0		7.444444444444445	8.333333333333334			5.0						2.0			7.5		10.0		5.0	6.875		4.0		9.0	27.0		6.666666666666667				52.0			26.75		7.6		5.947368421052632	6.7								19.333333333333332		8.666666666666666		4.0					20.0				10.0		7.0	9.0		1.0	9.0									7.0		15.0					36.0		9.0							5.0	47.0	7.5			22.0			63.0	10.0	1.0				6.571428571428571	38.5							18.0		7.0		5.666666666666667	10.0			6.0				6.5			17.0	7.0		7.5											8.5	30.0					40.5			5.25						7.333333333333333	6.0							1.0	24.0	10.0			7.0	8.5													
1859	5.964376590330788	5.922962962962963	5.514705882352941	5.6420118343195265	6.07847533632287	7.797814207650274	5.338028169014085	6.725	6.328859060402684	6.975460122699387	8.714285714285714	6.705882352941177	3.263157894736842	5.603603603603603	7.669491525423729	6.7011494252873565	5.8	5.338461538461538	7.828571428571428	7.386666666666667	19.7		7.1521739130434785	29.833333333333332	5.468085106382978	7.2682926829268295	6.606060606060606	6.482758620689655	6.363636363636363	6.116883116883117	6.866666666666666	4.128205128205129	7.130434782608695		8.333333333333334	6.4423076923076925	7.666666666666667	6.43859649122807	5.069767441860465		7.5	6.842105263157895	6.666666666666667	7.0	37.0	17.0	6.888888888888889	6.709677419354839	7.111111111111111	5.416666666666667	7.0		5.894736842105263	8.222222222222221	6.666666666666667	6.043478260869565	6.888888888888889	10.0		8.0	11.0	9.0	8.0	6.615384615384615	6.21875	7.642857142857143	6.166666666666667			7.518518518518518		7.16	9.0	1.0	6.363636363636363	8.6		24.916666666666668	8.0	7.5	6.538461538461538	5.0	5.75	8.6	7.6	10.25		7.0	9.222222222222221	6.125		22.0	22.0			26.666666666666668	6.333333333333333	7.333333333333333	6.953488372093023	4.0	5.0	7.666666666666667	11.0	8.222222222222221	6.380952380952381	8.0	7.666666666666667			6.888888888888889			7.111111111111111	8.4	43.333333333333336	8.0			10.0	8.5	31.846153846153847	6.333333333333333	7.5	7.2	7.733333333333333		6.0	3.9285714285714284	5.636363636363637	10.0		7.142857142857143				11.0	7.4		8.0			11.0	8.0		7.5						6.0	8.0		6.5		7.5	2.0	21.0	7.0	6.6	7.666666666666667			6.0	6.0		9.2		8.5	1.0	5.666666666666667							8.0	27.0	7.416666666666667	7.2	6.888888888888889								11.0	3.0			7.0	27.0	8.0	8.4	7.0	71.0	5.0			8.5	18.0		11.0				49.0			40.0		7.666666666666667						11.0							7.0						22.0										6.5			15.333333333333334					8.333333333333334	3.6956521739130435	4.0		19.333333333333332			14.25		35.5							8.5										24.0		8.5				8.333333333333334		12.0	21.0	5.0	9.0			47.0				6.25							11.0					8.0	34.5	9.0							21.666666666666668										52.0			5.0		55.0											9.0			7.0	6.0	7.75					8.0					6.0				12.0	
1860	6.391156462585034	6.128668171557562	5.9878419452887535	5.792332268370607	5.87948717948718	8.365384615384615	6.378787878787879	8.837209302325581	7.636363636363637	7.456521739130435	9.53061224489796	6.923913043478261	5.8	6.0	7.0210970464135025	7.822222222222222	7.0	5.865671641791045	6.4	7.26984126984127	15.714285714285714		6.904761904761905	16.0	6.74	8.35483870967742	7.2	3.95	5.888888888888889	6.987012987012987	8.047619047619047	5.125	7.526315789473684		9.833333333333334	8.109375	7.333333333333333	6.837837837837838	6.363636363636363		7.714285714285714	7.909090909090909	8.0	11.88888888888889	9.0	8.5	6.066666666666666	7.0	6.404761904761905	8.0	5.5		4.125	13.0	6.5	6.818181818181818	6.5	7.0		6.545454545454546	7.0476190476190474		8.37037037037037	6.521739130434782	6.0	6.48	7.0		2.0	8.75		6.666666666666667	6.764705882352941	1.25	7.0		6.0	23.2	1.3333333333333333	7.111111111111111	6.333333333333333	8.0		7.65	7.5	9.75	4.0	6.0	7.4	6.375		48.0	23.0		8.0	25.0	7.0	6.5	7.764705882352941	5.071428571428571	11.0	8.4		8.0	6.75	7.5			5.0	9.0	16.333333333333332		10.428571428571429	8.6	42.92307692307692	4.0	8.0	9.25		8.8	29.7	5.5	7.076923076923077	9.11111111111111	8.4	4.0		5.8	11.0			7.166666666666667		5.0		2.5	8.6		6.5							6.0	4.909090909090909		4.0		1.0	6.0		7.333333333333333	8.0	10.5	8.0		7.333333333333333	16.0	7.0			6.666666666666667	33.0		9.0	14.0	8.0	9.0	6.5		8.0							10.0	6.0	7.384615384615385			19.5									10.0	24.0		8.0				72.0		13.2	32.5		6.25		4.0		48.0			5.0	27.0	8.25		6.636363636363637	9.0		21.0					59.0			8.0														9.0				7.0	23.0									37.333333333333336		7.0		9.0			5.0												23.5					10.0	14.0			7.5		20.0	41.0	6.0	8.0			22.0				7.0									11.0					7.0								9.75						7.0			40.5			7.0																	8.0	9.0															
1861	4.584795321637427	4.593406593406593	5.079136690647482	6.271356783919598	4.8654970760233915	9.323529411764707	9.883720930232558	7.9375	7.135135135135135	6.454545454545454	16.982758620689655	6.566265060240964	1.8013245033112584	5.836363636363636	6.32620320855615	5.7272727272727275	10.0	5.571428571428571	8.75	8.3	10.02020202020202		8.8		7.790697674418604	7.875	5.4	12.16	10.142857142857142	6.205128205128205	7.090909090909091	17.333333333333332	5.185185185185185		8.545454545454545	7.0		6.543859649122807	8.928571428571429		7.6	5.909090909090909		6.5		12.733333333333333	4.9	6.777777777777778	6.484848484848484	5.375	5.666666666666667		9.375		7.230769230769231	8.5	5.0	6.9	4.4	7.111111111111111	5.585585585585585	7.5	7.0	6.0	5.666666666666667	7.8	5.4			8.8125		6.636363636363637		1.1666666666666667	8.0	7.5		15.0	7.5	7.5	8.75	6.0	7.5	7.25		11.0	3.0	6.571428571428571					24.0	4.0	6.596774193548387		8.2		6.666666666666667		8.5	7.4	4.733333333333333	7.0	4.0	7.166666666666667			4.0	6.0	8.0	4.25	6.8	8.0	45.75	6.0	7.0			9.0	42.75	6.0	6.0	7.0	8.5	6.0	3.0	8.0	5.5					9.0			7.7272727272727275	7.0	7.0			11.5				11.0	5.333333333333333	6.5	3.0			6.0		7.0									6.0			5.857142857142857	8.75	20.6		7.0			8.0					8.0			9.0	6.916666666666667			8.0					17.0				7.333333333333333				9.0	8.0	6.5			8.5	11.666666666666666	10.0	3.0	34.25			42.5								4.0		18.0				9.2			8.666666666666666	8.0		4.5		7.0		20.0								7.0												7.6					15.0				6.25													5.666666666666667																			7.0						3.0			7.0							11.0						3.0	5.0		5.0				7.0						7.0									15.0	3.0					3.0				7.0		19.0				36.0					4.0			
1862	5.134408602150538	5.417989417989418	4.057142857142857	4.8	5.891774891774892	7.590909090909091	8.5	7.4	5.912087912087912	5.5	16.506849315068493	6.020833333333333	2.625	7.105263157894737	4.379084967320262	7.509803921568627	8.9	5.416666666666667	9.91304347826087	9.923076923076923	7.752577319587629			20.0	7.357142857142857	8.235294117647058		8.11111111111111	8.11111111111111	6.74468085106383	8.806451612903226	8.333333333333334	4.0		8.346153846153847	7.875		5.538461538461538	3.619047619047619		3.0	11.333333333333334	7.545454545454546	7.5		20.5	7.714285714285714	7.28	4.166666666666667	3.5	7.571428571428571		10.75		7.75	6.0		10.0	4.5	7.0	7.454545454545454			8.454545454545455	6.0	11.0	5.5			5.0		8.1875	7.5	1.25				31.5	14.0	10.0	10.0	6.571428571428571	9.666666666666666			3.0	4.0			8.5			9.0	7.0	1.0		9.0		11.0				4.75	9.333333333333334	4.0	8.0			8.0		8.0		8.5		42.5		7.0	15.0			32.333333333333336	6.0			11.0		1.0				3.0			7.0			7.0		9.333333333333334			7.681818181818182	7.0												9.0						11.0					8.0	10.0									3.0		12.0			8.5	12.0		32.0									20.0	18.0	5.0			8.0			39.0		8.4	13.5			43.0			34.0			36.0				8.75			25.5				6.4	5.0		8.5								9.666666666666666									1.0			29.0			6.0						6.0							3.0			14.5																																			3.0	75.0						3.0																						8.0											30.0	10.0			12.0			8.0			4.5												
1863	4.669902912621359	4.7181372549019605	3.132867132867133	4.909677419354839	4.751111111111111	5.387096774193548	6.148148148148148	7.909090909090909	4.314285714285714	4.8901098901098905	14.806451612903226	4.4772727272727275	2.485207100591716	3.9076923076923076	6.573170731707317	6.333333333333333	5.204081632653061	4.204081632653061	8.5	5.5	5.378048780487805			13.166666666666666	5.666666666666667	6.0	3.1052631578947367	10.214285714285714	6.5	5.055555555555555	4.5	6.0	4.1395348837209305		9.533333333333333	5.25		4.78			5.571428571428571	6.4	4.666666666666667	8.2			6.5	4.625	5.0	3.488888888888889	6.75		7.7	13.0	5.6	9.0	3.6666666666666665	7.0	3.3333333333333335	5.666666666666667	7.0		5.0	4.666666666666667	6.0		6.2				5.0	5.166666666666667	10.25	1.0		8.0		32.75		5.5		10.0	4.0	10.0	3.7142857142857144			9.5	9.0	8.0		15.0	21.0			7.25			11.666666666666666	10.0	10.666666666666666		5.333333333333333		6.333333333333333	3.3333333333333335			4.277777777777778	4.0	5.682926829268292	2.0	3.0				4.344827586206897	3.0			41.25	5.5	10.0			6.0			4.222222222222222		2.6666666666666665			9.8			5.6			9.0		5.0	4.0		5.0		4.0		3.0						8.666666666666666								4.0			4.0	7.0		8.0		4.0							7.333333333333333	10.0			6.0		5.2	9.0									11.0	11.4			4.0							6.5		85.0																				4.5	1.0					4.0		15.0																							7.666666666666667			58.0												2.8333333333333335			4.0																		7.0							5.777777777777778	35.0							45.0												7.0						35.0						18.0	18.0				1.0				15.0			7.0			8.0			16.0			15.0									
