	Paris	London	Berlin	St. Petersburg	Wien	Madrid	Konstantinopel	Rom	Brüssel	Kopenhagen	New York	München	Riga	Hamburg	Turin	Bern	Dorpat	Dresden	Reval	Stockholm	Warschau	Domesnees	Florenz	Odessa	Neapel	Haag	Amsterdam	Athen	Lissabon	Hannover	Stuttgart	Bukarest	Triest	Versailles	Moskau	Karlsruhe	Main	Kassel	Belgrad	Budapest	Kiel	Leipzig	Frankfurt am Main	Köln	Italien	Washington	Königsberg	Darmstadt	Mailand	Breslau	Libau	Türkische Grenze	Mitau	Alexandrien	Posen	Weimar	Altona	Prag	Liverpool	Bremen	Pest	Antwerpen	Schweiz	Wiesbaden	Marseille	Genua	Stettin	Sofia	Straßburg	Venedig	Kairo	Gotha	Flensburg	Bolderaa	Zürich	Rendsburg	Basel	Bombay	Smyrna	Mainz	Lübeck	Kronstadt	Danzig	Schleswig	Augsburg	Genf	Semlin	Braunschweig	Christiania	Koblenz	Bayonne	Charkow	Tiflis	Dublin	Zagreb	Kiew	Schwerin	Livorno	Oldenburg	Potsdam	Pernau	Heidelberg	Ragusa	Mannheim	Korfu	Nürnberg	Bordeaux	Niederelbe	Krakau	Magdeburg	Wilna	Windau	Baden	Freiburg	Hongkong	Aachen	Lemberg	Palermo	Italienische Grenze	Memel	Calcutta	Düsseldorf	Bonn	Verona	Luxemburg	Barcelona	Toulon	Bologna	Itzehoe	Algier	Dünaburg	Eisenach	Philadelphia	Narwa	Spanische Grenze	Ankona	Koburg	Helsingör	Hanau	Erfurt	Gent	Helsingfors	Lüttich	Serbische Grenze	Alexandria	Fulda	Baden-Baden	Bremerhaven	Salzburg	Lyon	Malta	Sachsen	Münster	Würzburg	Fellin	Pera	Donau	Archangelsk	Rhein	Jassy	Innsbruck	Taschkent	Halle	Modena	Nizza	Elberfeld	Thüringen	Beirut	Stralsund	Preßburg	Zara	Gothenburg	Oesterreich	Tours	Perpignan	Luzern	Regensburg	Tilsit	Kasan	Parma	Rostock	Holstein	Zante	Wenden	Göttingen	Varna	Cadix	Hull	Dundee	Gibraltar	Tunis	Metz	Orenburg	Dessau	Twer	Ulm	Rastatt	Altenburg	Jena	Brünn	Arensburg	Dünkirchen	Meiningen	Orel	Trier	Gravenhaag	Mexiko	Teplitz	Nauplia	Shanghai	Swinemünde	Helgoland	Teheran	Ssaratow	Ostende	Cettinje	Malchin	Worms	Brandenburgischen	Wolmar	Kissingen	Saragossa	Hartlepool	Baltischport	Nowgorod	Astrachan	Hermannstadt	Konstanz	Philippopel	Rotterdam	Gravesend	Graz	Livadia	Boston	Nishni-Nowgorod	Tirnowo	Glasgow	Möttau	Bayreuth	Havre	Saarbrücken	Ofen	Olmütz	Ems	Galacz	Linz	Hapsal	Trapezunt	Grimsby	Goldingen	Plymouth	Newport	Sanssouci	Speyer	Peterhof	Zarskoje-Sselo	Dirschau	Schleswig-Holstein	Kaluga	Lausanne	Montevideo	Lille	Cattaro	Saldo	Tuckum	Kurland	Oger	Chur	Niederrhein	Elbing	Macao	Marienburg	Gastein	Oporto	Damaskus	Bromberg	Simla	Taganrog	Kahira	St. Gallen	Woronesh	Manchester	Porto	Gera	San Francisco	Poltawa	Kostroma	Coblenz	Gumbinnen	Born	Malaga	Tambow	Leith	Minden	Cuxhaven	Detmold	Walk	Texel	Karlsbad	Baiern	Polnische Grenze	Veracruz	Paderborn	Gießen	Frankreich	Rustschuk	Havanna	Marburg	Buenos Aires	Barnberg	Belfast	Ischl	Erlangen	Nyborg	DomeSueeS	Poretschje	Wladimir	Messina	Sellin	Portsmouth	Eider	Rio de Janeiro	Chicago	Lüneburg	Sigmaringen	Schwaben	Melbourne	Syra	Hadersleben	Mecklenburg	Newcastle	Sewastopol	Polangen	Smolensk	Jerusalem	Wittenberg	Bosnische Gränze	Kengeragge	Lodz	Witebsk	Werro	Abo	San Sebastian	Ungarn	Tula	Thorn	Ludwigsburg	Lindau	Neckar	Wesel	Tschernigow	Arbroath	Brest	Pensa	Galatz	Grangemouth	Kadir	Schaffhausen	Pillau	Southampton	Helvoet	Pskow	Santander
1837	3.849462365591398	3.8703703703703702	7.045454545454546	5.040322580645161	3.1041666666666665	10.048387096774194	21.865671641791046	8.636363636363637	3.0833333333333335	12.333333333333334	29.625	2.5714285714285716	5.631578947368421	9.071428571428571	8.0	7.333333333333333	9.909090909090908	9.692307692307692	15.0	2.8	8.789473684210526		6.5	21.63157894736842	10.268292682926829	3.1176470588235294	1.0	19.529411764705884	15.911764705882353	9.363636363636363	7.666666666666667	13.5	6.75	1.0	15.333333333333334	18.4	5.5	11.0	13.0		2.0	4.5	9.571428571428571				10.5	1.0			8.0		12.0	41.125		5.666666666666667		13.0		7.0	6.5					6.0			3.0					1.0	3.3333333333333335		3.3333333333333335		23.25	6.75	9.0	10.0			9.0		13.0	5.666666666666667	6.0							19.5	11.0	15.0	11.0		19.0	5.0			25.0			9.0					4.0			12.0										16.0				13.25			26.333333333333332			8.0				5.0		7.0		13.0	32.0	12.0	3.5			7.5	33.0								4.0													1.0				3.0									5.666666666666667																							10.0														7.0			16.0														11.0	11.0																				6.0						15.0			29.0										84.0	3.0														6.0																								13.0																																			3.0										21.0
1838	4.509803921568627	3.3461538461538463	7.766666666666667	7.73943661971831	3.588235294117647	9.11864406779661	19.983606557377048	9.264705882352942	2.945945945945946	5.230769230769231	23.84	4.269230769230769	2.8947368421052633	8.75	6.666666666666667	2.7777777777777777	5.416666666666667	8.84	13.285714285714286	3.9393939393939394	9.342857142857143		5.666666666666667	19.72	12.055555555555555	4.388888888888889	11.625	16.0	9.043478260869565	7.903225806451613	5.333333333333333	31.333333333333332	6.6		46.666666666666664	1.6	2.5	10.0	10.0		3.5	8.5	6.75	9.166666666666666		33.0		11.0	3.9285714285714284	8.0	8.5		11.285714285714286	24.82608695652174	7.5	11.708333333333334		10.333333333333334		5.5	5.5	6.5	2.0	7.0	7.0	11.0	8.8			6.25		9.333333333333334		3.0	4.4		2.235294117647059		19.4		10.0	7.666666666666667			7.666666666666667	4.75		11.0	6.857142857142857		4.5							6.0		7.25	13.0	11.0				10.833333333333334			31.0	10.0	18.0	14.0		2.0		10.0			7.666666666666667	2.0		1.0	5.5	9.0			7.333333333333333	6.0		17.0						6.0							5.333333333333333	9.0	31.5								12.0					16.0	9.0		4.2															3.3		10.0			3.0				10.333333333333334									8.0														19.625			10.0											6.8					14.0	1.0																												31.0													6.5										39.0									4.666666666666667						10.0		2.5			1.0			51.333333333333336																18.0				69.0											46.0	25.0									8.0						15.0														
1839	8.60655737704918	7.367924528301887	7.133333333333334	6.969230769230769	5.883720930232558	7.742857142857143	16.755555555555556	8.05	7.194444444444445	6.769230769230769	27.625	9.378378378378379	3.0	8.882352941176471	5.4	3.0	3.3846153846153846	12.222222222222221	15.0	6.75	10.303030303030303		8.2	21.181818181818183	11.11111111111111	8.6875	9.133333333333333	16.53846153846154	6.875	8.571428571428571	9.071428571428571	14.0	3.857142857142857		15.0	9.0			8.5		4.0	8.545454545454545	6.0	7.166666666666667			7.2	7.625	3.75	8.666666666666666	9.8	8.0	7.0	22.068181818181817	10.333333333333334	8.222222222222221	8.0			11.0	6.5	2.0		14.75	3.25		8.0				33.0				4.666666666666667		4.5		15.0	9.0		7.75	5.5		2.0	4.0	24.0	8.285714285714286	5.333333333333333		3.25		29.0		6.0	15.0	8.0	6.5								10.0	1.0		9.5		17.5	19.0	5.0			5.0				3.0		1.6666666666666667				8.5	13.75	9.0		9.285714285714286							15.5				11.0			8.4					5.0	1.5			7.0	3.0	7.0	14.0	6.5	13.0		12.0								35.0				11.0				3.0	4.0	11.0			4.0				12.0						45.0		26.333333333333332		22.0						15.0						48.0															5.3				47.0														10.0										18.0						45.0				2.0												4.0						39.0	27.0	6.0	19.0						15.0	9.0		11.333333333333334				3.0		11.0																					19.0																		70.0									8.0																			
1840	10.25531914893617	9.59433962264151	6.222222222222222	5.809917355371901	6.918918918918919	6.479166666666667	15.836065573770492	6.478260869565218	9.866666666666667	10.1	18.375	10.066666666666666	6.947368421052632	8.333333333333334	4.5		9.875	8.4	14.666666666666666	4.92	10.580645161290322		5.75	22.0	7.894736842105263	9.076923076923077	9.727272727272727	13.61111111111111	8.2	8.222222222222221	9.333333333333334	18.0	4.0		15.5			9.0	10.5		8.25	7.384615384615385		5.0			9.142857142857142	7.411764705882353	3.6666666666666665	7.666666666666667	8.25	9.166666666666666	10.0	19.17105263157895		9.0		8.0		10.0	4.5		1.0	6.6	2.3333333333333335		7.0		5.0			8.5			4.25			47.0	15.5	14.5	10.0	7.0	10.0		9.0	5.5		8.0		10.5	2.2	38.0						7.0		5.0	15.0	11.0				9.0			9.0			13.0									83.0					6.5	5.714285714285714			7.2									9.0				8.5	7.0		18.0			2.0	6.0	12.0		8.5					26.0			1.0			3.0				24.25									2.0			5.0					2.0		9.0			17.0					15.0						12.333333333333334						56.0				9.333333333333334		68.0									5.4			57.0																			7.5																						15.0					92.0								27.0									1.0		9.0				2.0																			10.0									56.0																					5.0		32.0								1.0										
1841	10.388489208633093	9.356435643564357	6.037735849056604	6.1231884057971016	8.432835820895523	5.7926829268292686	15.28048780487805	7.372549019607843	10.117647058823529	9.703703703703704	18.263157894736842	9.5	3.12	6.913043478260869	5.333333333333333	2.125	10.266666666666667	8.285714285714286	17.8	4.08	11.0		4.75	18.875	9.444444444444445	9.783783783783784	9.375	16.076923076923077	7.647058823529412	8.35	9.333333333333334		3.875		14.75	8.8	5.0	7.5	8.666666666666666		11.0	7.6	7.888888888888889	7.0			7.25	7.6	4.0	8.166666666666666	7.0	8.166666666666666	12.4	19.358490566037737	10.0	7.3125	8.0	8.4		9.714285714285714			4.666666666666667	7.0	3.8		10.0		11.0	5.0	37.0				3.75		1.0	36.84615384615385	17.75	1.5		10.0	8.5		9.0	3.3333333333333335		7.75	7.125	10.0	3.75		39.0			14.0	8.0	3.0	11.0		12.0			2.5	10.0	10.0				10.0		11.333333333333334		7.0				12.0	4.0	12.333333333333334	54.0	8.0			6.0	5.5	2.875			9.5						6.5	9.0						10.0	9.0							7.8		2.0					20.0										29.75								1.0		2.0							10.0											2.0					14.5						57.0	7.666666666666667												8.0					9.0					10.0														10.5											28.5	16.666666666666668				7.0	74.5	8.0				7.666666666666667				8.0	83.28571428571429								26.0										3.0							11.0													67.0																							5.0																															
1842	10.18918918918919	9.352380952380953	6.03125	5.696774193548387	7.052631578947368	5.575757575757576	14.597402597402597	7.0	9.043478260869565	9.25	20.80952380952381	11.56	6.5	8.093023255813954	6.0	3.3333333333333335	7.636363636363637	7.5	15.4	5.571428571428571	8.5625		6.2	20.0	13.583333333333334	9.441176470588236	11.8	13.0	7.7272727272727275	7.555555555555555	7.2	13.0	3.0		13.0	6.0		10.0	7.75		6.0	7.222222222222222	5.0	9.625			9.25	9.5		7.0	13.0	6.3	8.714285714285714	17.82608695652174	7.0	7.875	7.5	6.25	10.0	7.333333333333333	3.75	11.0		11.0	3.0		7.333333333333333		10.0	5.0	24.0	7.0		1.0	1.0		6.333333333333333	38.0	17.75	7.0	12.0	9.0	7.5		10.0	4.0	8.2	4.0	6.666666666666667	7.5	2.0						7.666666666666667			2.6666666666666665	10.666666666666666					5.0	1.0			5.0		16.0					10.0	11.0		8.0	50.333333333333336	8.6	5.0		4.25	5.181818181818182				4.0			22.0			7.0							10.5	6.25	17.333333333333332				30.0		38.0		8.0					19.0		12.0	4.5			8.0				24.75							1.6666666666666667		10.0		19.0					7.8	9.0													8.8	6.0						10.0		48.0	9.0							11.0																																								18.5	34.5	10.0				64.0					1.0				9.0	84.61538461538461				20.0			25.0				10.0							4.5			45.0				10.0						45.0		1.0																															32.0																				12.0								
1843	10.16	9.590909090909092	5.698630136986301	5.47457627118644	6.053571428571429	5.430232558139535	14.050632911392405	6.6521739130434785	9.45945945945946	8.31578947368421	22.238095238095237	8.857142857142858	5.8076923076923075	6.897435897435898	8.0	3.0	8.2	7.869565217391305	16.125	5.241379310344827	8.0		8.333333333333334	18.5	9.478260869565217	10.63888888888889	11.0	11.785714285714286	8.391304347826088	7.0	7.5	12.25	4.181818181818182		15.5	10.0	2.5		7.142857142857143		7.25	7.230769230769231	8.0	9.333333333333334			7.545454545454546	8.545454545454545	4.0	7.25	31.5	7.2	6.428571428571429	20.41176470588235		8.4		5.0		6.5	4.0	10.5		8.5	8.0	5.0	7.7272727272727275		11.0	2.0	38.0			1.5	3.6666666666666665		6.5	35.8	15.5	12.0	9.636363636363637	9.0	8.166666666666666			4.25	6.666666666666667	5.5	6.0	9.5	8.8		30.0	2.0	4.0		6.75	15.0		5.818181818181818	9.5	9.75	15.0	11.0	25.0	7.666666666666667			9.0							3.0		11.2	9.0	6.0	59.5	7.0	32.0		1.0	4.583333333333333				10.25			49.0			9.0	1.0		10.0	6.0			10.0	4.777777777777778													4.0	21.0	1.0		6.5					9.0				11.0		6.0			11.0	4.0				10.0										12.0	21.0			10.0		3.0			7.666666666666667		15.0						52.0				8.0	9.0			10.0			11.0		7.0	11.0	7.0																									18.0			53.0			7.0		24.0		6.666666666666667				71.0					8.333333333333334		1.0		1.0	80.83333333333333	9.0			29.0				22.2										10.0																			10.0	89.0				6.5											8.0											25.0		6.0				12.0																		10.5				
1844	9.377162629757786	8.81081081081081	5.2926829268292686	4.65	8.436363636363636	4.153153153153153	13.837837837837839	6.694444444444445	9.128205128205128	7.8125	21.333333333333332	7.829268292682927	6.071428571428571	7.318181818181818	4.555555555555555	11.75	18.333333333333332	7.071428571428571	16.0	3.736842105263158	8.2		3.7142857142857144	31.0	9.307692307692308	8.121212121212121		12.0	7.590909090909091	8.142857142857142	9.2	19.5	5.666666666666667		19.5	10.75	8.333333333333334	11.0	4.666666666666667		5.75	5.571428571428571	8.545454545454545	7.636363636363637	9.0	19.0	7.7272727272727275	8.5	8.0	7.666666666666667	13.333333333333334	7.037037037037037	12.0	18.45	10.0	15.5	7.0	10.428571428571429		3.5	5.0			7.6	8.0		5.5		5.0	6.0	26.0	8.0		1.0	10.0		8.833333333333334	46.75	22.666666666666668	6.333333333333333	8.375	9.333333333333334	9.0			6.0	11.0	8.333333333333334	3.4	9.0				1.5				6.333333333333333	9.0	5.0	5.0	10.5	16.0	8.0		27.0			3.0	8.0		16.0	1.0			6.5	9.0	13.5	7.923076923076923			8.0	8.25			3.4	3.0			8.4	10.0					4.5		7.0						2.0	22.0	10.0					10.666666666666666		2.0					32.0	5.333333333333333	9.666666666666666			4.5		7.0	7.5		24.333333333333332		1.3333333333333333		10.333333333333334				32.0	2.0	9.0	31.0						2.0		9.0				31.0					11.0		7.0			9.0				9.0						9.0			26.0						3.0	3.0	8.0						4.0																													8.0	1.5		11.0			7.0			15.0				9.333333333333334						2.0			28.0	1.0																	29.0		7.0			53.0		3.0			30.0																																		11.0	16.0											4.0										
1845	8.984455958549223	8.543589743589743	5.252873563218391	5.3426573426573425	6.133333333333334	5.053191489361702	13.757575757575758	6.767441860465116	8.945205479452055	9.0	23.0	6.75	7.6	8.055555555555555	6.428571428571429		16.2	7.84375	10.5	4.2592592592592595	11.8		6.333333333333333	21.5	10.0	8.411764705882353	9.75	12.814814814814815	12.0	6.769230769230769	9.0625		3.5		17.0	8.0	1.0	7.5			8.0	8.03448275862069	6.866666666666666	7.2727272727272725	6.0	23.0	6.384615384615385	2.0	1.0	8.5	7.333333333333333	7.666666666666667	5.375	17.428571428571427	5.9	7.0		10.0		9.0	7.4			9.0	4.5		8.0			3.0	29.0	6.0		1.5	3.75		9.0625		14.0	2.0	7.8	9.5	8.333333333333334	3.0	10.0			7.0	3.8	9.333333333333334			40.333333333333336	4.25			10.333333333333334	10.0	9.5	6.4	7.333333333333333	10.5	10.0	7.333333333333333		6.0			8.0	7.4		14.666666666666666				9.333333333333334		11.222222222222221	5.5	2.0		9.0	5.857142857142857	5.0			32.0		4.0	7.333333333333333						8.0	8.0										10.0			1.0	6.0	9.0	6.333333333333333	9.0			8.0	21.0	5.666666666666667		3.0		4.5		14.0	7.5		20.333333333333332					10.0			4.555555555555555	9.0	6.5	32.5			1.0									21.0					10.0			3.0						3.2			1.0			6.5	2.0	38.0	32.5						18.0		3.5				40.0		2.0																				36.0		7.0			5.0	9.0							70.0					12.0									34.0	5.5													5.0																			1.5	80.0			1.0																								9.0	14.0									3.0																	
1846	8.991489361702127	9.042735042735043	6.263565891472868	5.260869565217392	7.177215189873418	3.8958333333333335	11.135135135135135	5.679012345679013	8.491228070175438	9.161290322580646	17.333333333333332	8.307692307692308	6.419354838709677	8.157894736842104	4.0	11.333333333333334	6.4	7.363636363636363	11.0	5.818181818181818	8.80952380952381		5.833333333333333	17.4	8.37037037037037	8.526315789473685	5.666666666666667	11.5	8.346153846153847	7.0	9.090909090909092		9.0		16.333333333333332	10.058823529411764	7.666666666666667	7.0	8.0		6.8	5.846153846153846	8.133333333333333	6.85	3.5	15.0	7.416666666666667	8.25	9.0	6.787878787878788	6.0	6.0	11.363636363636363	15.1	7.103448275862069	7.0	6.666666666666667	6.0	4.0	7.888888888888889	20.5	11.0		8.25	4.5	7.666666666666667	7.666666666666667		3.0	3.8333333333333335		1.0		2.0	7.0		7.545454545454546	37.0	18.0	7.333333333333333	9.666666666666666	12.5	8.6	8.416666666666666	3.0	1.0		6.666666666666667	17.0	9.1			27.166666666666668				9.0	6.666666666666667	7.5	5.8	5.0	3.5		10.5		9.0	9.0		6.666666666666667	6.0						7.555555555555555	6.333333333333333	12.5	7.666666666666667			8.666666666666666	9.666666666666666			9.0	3.0	6.0	7.5	4.5				17.0		4.0								4.666666666666667	14.0	7.0			11.0				8.0					34.5			11.0		8.0	7.0		7.25	9.0	32.0					8.0			1.0						9.0								9.0			48.0	7.5		2.5		7.0									46.0					3.0						5.0			2.0									7.0																4.0		28.5									9.0	7.0		11.0	49.0	6.0				29.0		3.0								5.0																37.0				8.333333333333334				9.5			4.0																	3.0															65.0	6.5										6.5					40.0												
1847	9.40566037735849	9.063636363636364	6.852760736196319	5.320754716981132	7.831775700934579	3.2454545454545456	10.096774193548388	5.939130434782609	8.21951219512195	8.772727272727273	22.5	8.868852459016393	4.666666666666667	6.382352941176471	5.470588235294118	8.133333333333333	8.666666666666666	7.333333333333333	14.5	4.666666666666667	8.076923076923077		3.8181818181818183	19.0	8.4	8.882352941176471	10.0	9.827586206896552	6.454545454545454	7.3	10.15	14.0	8.666666666666666		21.857142857142858	7.666666666666667	7.666666666666667	7.076923076923077			7.818181818181818	6.833333333333333	8.088235294117647	7.84375			8.78048780487805	7.9	2.2	6.6	11.25	7.5	14.0	15.142857142857142	7.615384615384615	8.333333333333334	11.0	6.4	9.0	7.9411764705882355	6.8	11.0	10.0			6.0	8.947368421052632		1.0	3.6666666666666665				1.1666666666666667	8.125		8.90625			1.6666666666666667	7.6	11.0	7.5	6.5		4.0		2.0		9.5	2.0		34.666666666666664	1.0		19.0	7.333333333333333	6.4		6.333333333333333	14.0	3.6666666666666665		10.0		6.25			6.538461538461538	6.315789473684211		20.0		10.0		5.25	6.0	10.75	6.25	10.0		8.0		4.0		4.333333333333333		5.5								5.0									12.0	1.0			1.0		13.0	11.0	5.6	11.0			5.0	25.2	7.4	8.0			8.0	4.5	5.0	7.8		17.666666666666668		9.0						7.1				1.6666666666666667		9.0		16.5									74.0	6.0		10.0			3.0																						9.0							6.5												9.0													56.0	35.5	31.0					9.0										5.5		10.0																						3.0		9.0	44.0			9.333333333333334				3.0					48.0	10.0							25.0		21.0		9.0														29.0	6.0																											
1848	8.302173913043479	8.369811320754717	5.492857142857143	5.025862068965517	7.5676274944567625	2.792452830188679	12.764705882352942	5.739130434782608	7.483870967741935	8.775	26.375	8.53448275862069	3.519230769230769	5.51685393258427	4.363636363636363	8.4375	12.066666666666666	6.6	11.833333333333334	8.7	7.0		3.967741935483871	21.0	7.285714285714286	7.666666666666667	9.0	10.4	8.0	6.791666666666667	9.483870967741936	9.5	7.578947368421052		29.0	8.162162162162161	9.0	7.888888888888889			6.655172413793103	5.277777777777778	7.515463917525773	7.4			7.85	9.142857142857142	4.35064935064935	6.837209302325581	2.0	3.0	6.0	17.5	6.927272727272728	7.818181818181818	6.086206896551724	7.690476190476191		7.3076923076923075	8.226415094339623		6.0	9.0	10.0	3.642857142857143	6.588235294117647		8.96	2.9166666666666665		8.666666666666666	6.878787878787879	1.0	7.666666666666667	6.43	8.96551724137931		6.0	7.0	6.578947368421052	11.0	8.153846153846153	6.913043478260869	10.0	10.0	4.0	7.125	3.0	8.571428571428571		35.0	41.0	10.0	6.666666666666667	35.0	6.5	5.625	9.0	5.583333333333333	6.6	8.0		8.411764705882353	5.0	9.0	11.0		8.416666666666666	6.2	6.0	5.5	7.0	8.416666666666666		7.0	5.333333333333333	11.090909090909092	6.5			7.375	9.5	6.2	5.0		1.0	4.25	8.5			6.333333333333333		13.0			6.0	8.333333333333334	8.0	5.0			6.0		11.666666666666666				3.75	5.2	37.0		8.4	5.5	8.0			12.5	6.0	15.0	6.947368421052632		8.857142857142858	5.2					7.5	8.222222222222221		10.5				6.0	9.0		27.0	6.8	7.666666666666667			16.0	7.142857142857143									6.5		9.666666666666666	9.0	6.0	6.0	9.0			1.0	19.0	8.75						6.142857142857143	8.0															10.666666666666666	10.5		9.5					30.0								7.285714285714286		7.0										9.0	15.5		5.6				10.0						7.333333333333333		9.0						10.0			13.666666666666666	1.0				11.0				7.0							6.0					11.0		28.0															22.0	4.0			9.0				9.8				8.5															10.0					11.0	9.0									10.0				
1849	7.810096153846154	8.530303030303031	5.632701421800948	5.130434782608695	7.407407407407407	2.7857142857142856	9.25	4.63849765258216	7.625	7.6938775510204085	14.428571428571429	9.044117647058824	6.633333333333334	6.125	5.1234567901234565	9.527777777777779	6.0	7.063492063492063	17.5	4.0	6.666666666666667		2.8095238095238093	21.0	6.971830985915493	7.285714285714286	8.0	10.714285714285714	3.6	6.866666666666666	8.60377358490566	11.0	8.484848484848484		17.666666666666668	8.131578947368421	10.0	7.333333333333333	9.5		6.688888888888889	6.25	8.4	7.090909090909091		18.0	6.625	7.346153846153846	7.166666666666667	9.666666666666666	6.5		4.0	11.0	8.333333333333334	5.666666666666667	5.634146341463414	8.85	10.0	7.153846153846154	7.859649122807017			8.2		5.0	6.6875		9.055555555555555	6.266666666666667		7.571428571428571	7.434782608695652	1.5384615384615385	9.583333333333334	7.2	8.272727272727273	33.75	4.0	7.8	9.4	11.88888888888889	8.142857142857142	7.0	7.0	10.0	3.2	6.857142857142857		7.3			29.5		8.083333333333334	45.0	6.666666666666667	4.3076923076923075	9.0	6.2	35.0	8.0		8.125	4.0	7.857142857142857			6.363636363636363	8.0		12.5	8.8	9.409090909090908		7.75	3.75	13.555555555555555	7.666666666666667			6.857142857142857	9.5	6.25				3.6666666666666665	9.0			8.0				11.0	8.0		7.0	8.75			6.0	4.0			8.666666666666666		8.0	3.5			7.6	8.0				20.0	9.0		6.5		5.0	5.5		7.25	8.0	13.5	8.0	8.380952380952381	3.3333333333333335		8.0			10.333333333333334				4.4	9.0											3.0		7.0		10.0	8.692307692307692	8.0	2.0	10.25	19.0				7.0			6.0			6.428571428571429							8.0									12.0	9.25		7.0										23.0		5.428571428571429	7.166666666666667		11.0									8.0	18.0			5.666666666666667										5.2						2.0	15.0					11.0															6.066666666666666	9.0								8.0						9.0								15.0			8.25				5.5				8.066666666666666							4.0	6.0			13.0	7.0						9.0											10.0	8.333333333333334				
1850	7.546456692913385	8.228571428571428	5.962566844919786	5.361940298507463	7.215767634854772	2.7419354838709675	9.923076923076923	3.9565217391304346	7.04	7.388888888888889	11.772727272727273	8.617021276595745	4.578947368421052	5.559322033898305	6.672566371681416	8.225806451612904	6.75	7.040816326530612	11.666666666666666	7.0588235294117645	7.818181818181818	9.0	4.40625	21.6	5.929577464788732	7.666666666666667		5.807017543859649	15.666666666666666	6.9	7.850746268656716	8.833333333333334	8.208333333333334		11.666666666666666	8.338983050847459	6.333333333333333	6.774647887323944	5.0		6.63963963963964	6.947368421052632	8.0	8.4		12.0	8.066666666666666	7.111111111111111	6.0	7.0	13.0	2.0	13.076923076923077	22.0	10.0	6.5	6.28169014084507	8.4375		7.25	7.444444444444445		21.0	8.045454545454545	4.2	7.5	5.76		8.333333333333334	8.6		8.307692307692308	7.717948717948718	1.6	8.4	6.183098591549296	9.142857142857142	31.0	6.428571428571429	7.615384615384615	8.23076923076923	9.5	9.333333333333334	6.2105263157894735	7.25	2.5	6.333333333333333	8.444444444444445	7.666666666666667	8.25		38.0	26.0	1.0	7.0		6.916666666666667	5.6	7.857142857142857	6.0	8.0	7.0	2.0	8.777777777777779	15.25	8.5	13.0	8.4	8.833333333333334	6.888888888888889		5.8	8.0	6.6		8.0		12.5	16.25		34.666666666666664	8.5	9.5	11.0	9.5			3.25		2.0		8.285714285714286	10.0	56.0		10.5	9.5		7.425	6.303571428571429					14.0	8.333333333333334			9.0	3.6666666666666665	11.0		6.333333333333333	9.0				16.0	9.0		4.0		4.75	7.166666666666667			9.285714285714286	10.0		10.0	8.4		7.0			11.0	8.0	8.333333333333334	23.0		8.0			6.285714285714286							14.0			7.0		9.0	7.833333333333333						7.8			7.666666666666667	58.5	4.5			7.5	7.0			8.0						9.0				13.0																	2.5	7.0								14.0				18.5			4.75					1.0					10.0				10.0			19.0	1.0									53.0	26.0		8.666666666666666	1.0	2.0														7.333333333333333				4.0	75.0	9.5			9.0								7.625				9.166666666666666			7.0	8.0								5.25			12.0					13.0	9.5					48.0												
1851	7.151111111111111	7.773255813953488	5.363354037267081	5.714285714285714	6.98015873015873	3.619047619047619	10.055555555555555	3.731707317073171	6.814814814814815	8.457943925233645	10.125	7.763636363636364	4.256410256410256	6.459016393442623	7.886075949367089	8.517241379310345	11.2	6.861538461538461	13.0	7.076923076923077	8.8		7.0	19.75	5.515151515151516	8.0		7.5	5.538461538461538	7.328767123287672	7.133333333333334	8.333333333333334	7.428571428571429		12.181818181818182	7.588235294117647		7.509803921568627	3.0		6.389830508474576	8.76923076923077	8.0	7.0		4.0	7.384615384615385	7.222222222222222	7.84	7.25	6.0		4.5	9.4	6.0	7.2	6.217391304347826	6.333333333333333	8.0	8.266666666666667	8.166666666666666		1.0	7.555555555555555	4.75	5.777777777777778	6.6923076923076925		9.666666666666666	7.105263157894737		7.0	9.5	1.4	8.5	6.56	8.666666666666666	25.77777777777778	5.75	7.375	7.090909090909091		8.666666666666666		10.0			10.0	11.0	7.25		32.0	34.25	8.0	7.666666666666667		6.75	9.5	8.0	5.5	4.0	7.0		8.5	11.0	7.0			13.666666666666666	7.0			9.25	8.0	44.0	6.0		12.25	11.0		17.0	5.5	8.0	5.7	4.0			4.0				7.0				6.0			6.25	9.333333333333334					10.666666666666666	8.666666666666666	6.333333333333333	9.0	7.0	8.75	6.666666666666667				11.5			23.5	8.0		9.0		9.0	1.5	8.666666666666666	7.5	6.5	9.0	10.0	3.0	6.428571428571429							13.0		11.0		7.0		9.0										7.666666666666667		1.0	8.75	7.0	7.0				6.0		6.0								47.0							8.0										12.0		9.0											7.0										4.0								65.0									7.0		4.0		5.666666666666667	15.0	8.0							5.0				51.0	10.0		98.0									4.0				9.0	11.0				8.0				6.5									8.0				9.0							47.0					3.0													9.0										6.0			
